1;0.5329399111;0.5948031408;0.7427929535;0.3551543524;0.5136347684;0.4361191103;0.7409924239;0.7140550404;0.3999328219;0.5329399111;0.6236116995;0.7676776021;0.5237605642;0.4919684094;0.6989628877;0.5312324815;0.5329752477;0.2739609298;0.323946523;0.6522206761;0.54477899;0.6493484472;0.0699028344;0.0012357202;0.0001987613;0.0004062786;0.7874645207;0.205100687;0.7874645207;0.205100687;0.2281921308;0.2314817645;0.2876339508;0.2353094663;0.2349308372;0.3273032499;0.2470244877;0.1473904052;0.2925759162;0.2233004447;0.2812021015;0.2405747536;0.2060756312;0.226025352;0.1221995091;0.1425547069;0.1755498364;0.1726082748;0.2282618999;0.1845447468;0.1441990342;0.4158185786;0.1719489821;0.5024362555;0.6167565558;0.6071764332;0.5327804208;0.7171248425
1;0.5270621914;0.7532919376;0.9193661297;0.3571612983;0.5571318335;0.5848883747;0.7036273324;0.8904507362;0.456245101;0.5270621914;0.6749969482;0.9196644968;0.6912192892;0.527117609;0.9875045054;0.5912457094;0.7996019638;0.2329439029;0.2724407356;0.8368082287;0.3507684552;0.6161974991;0.0463735199;0.0004523642;0.000370432;0.0003154982;0.72734112;0.1440824225;0.72734112;0.1440824225;0.3020148598;0.3324279903;0.3756233079;0.2745794429;0.2639712267;0.3923474896;0.2350680596;0.23510317;0.400040824;0.1861145387;0.440527395;0.1932397307;0.41237513;0.1577880147;0.0823565994;0.0509412437;0.2711220828;0.0992704531;0.3448574145;0.1761035747;0.1854463067;0.3135273153;0.1444533846;0.6707457281;0.4601539736;0.666523667;0.4608369356;0.6585968435
1;0.4409660911;0.7545098974;0.3757877843;0.3628709181;0.5518203667;0.5642196522;0.7010461977;0.7171202765;0.4050976884;0.4409660911;0.5448715564;0.5016235268;0.7283284149;0.4094701259;0.3553711112;0.3763053918;0.636786841;0.2281465898;0.2707613021;0.5441097296;0.5729825712;0.6540845855;0.0469176511;9.20893862584951E-005;0.0009216313;0.0009160875;0.7903158557;0.0306688868;0.7903158557;0.0306688868;0.1736303488;0.2521487369;0.2379285591;0.2740790887;0.2662219766;0.2681289237;0.2065075447;0.1655590574;0.2445146309;0.1712214885;0.3930719563;0.2363695567;0.22115875;0.1924021217;0.114070572;0.1126998855;0.1694399875;0.1326411608;0.2466893704;0.3578889905;0.1681887414;0.3724052489;0.2200019553;0.3953650577;0.7048083507;0.5058812333;0.4244608791;0.8216931262
1;0.7416484734;0.7880941052;0.7283447991;0.7429048144;0.8502249728;0.9211141629;0.9131749671;0.6866533937;0.7990240191;0.7416484734;0.7423341696;0.7088322685;0.7550394481;0.8940670849;0.6507861757;0.6934723935;0.7023824481;0.2375356168;0.2484182953;0.8431369232;0.1345092086;0.0228184206;0.0532272012;2.06722842363918E-005;0.0014087831;1.974833209178E-005;0.5989314981;0.0044833749;0.5989314981;0.0044833749;0.4818809545;0.5528756909;0.5431693758;0.4258273059;0.4863584198;0.6908886101;0.560093558;0.1470454766;0.6911417345;0.4962568484;0.6261985356;0.5622420842;0.3451512531;0.3330971945;0.286101357;0.1469674395;0.2948762468;0.2867988252;0.5886770594;0.2939938111;0.2897853374;0.6014288961;0.154587416;0.4516803792;0.5487730533;0.7424718188;0.3429013279;0.5203609325
1;0.5099287452;0.7821726286;0.7443489516;0.2240961252;0.3719547586;0.3695477169;0.6830738242;0.7071835521;0.2966099669;0.5099287452;0.5169090076;0.8985807256;0.6141285773;0.4112209398;0.7949480355;0.463472258;0.7151613851;0.2736867976;0.3103000309;0.6861390295;0.5604682524;0.5357109748;0.0610635226;0.0010487745;0.0018116123;0.0002465187;0.8134399073;0.2270778232;0.8134399073;0.2270778232;0.1882906201;0.2233040861;0.2675241047;0.1607172362;0.0977400658;0.1734460512;0.0928164346;0.2008460824;0.211718425;0.0928884124;0.1941967697;0.0799317969;0.3192716177;0.1108584222;0.0085597633;1.317320130343E-007;0.1449162309;0.0597076949;0.1423056466;0.1268398467;0.1223384948;0.2054655404;0.2718429943;0.6300695517;0.474416402;0.4898889149;0.6851018072;0.7865247172
1;0.4006874098;0.5886625606;0.4241417953;0.3215001451;0.471658572;0.5148884131;0.5048344509;0.6357759526;0.40407769;0.4006874098;0.4696540658;0.6023609633;0.5567114216;0.4161352401;0.4926318474;0.3758411492;0.6366045799;0.2188089625;0.2691561765;0.4940079671;0.4870453042;0.6067266738;0.0573100554;3.40391746230566E-005;0.0001299484;8.53876501094037E-005;0.5293361203;0.0060057584;0.5293361203;0.0060057584;0.3010889061;0.3328720557;0.3494678993;0.3144372624;0.30452799;0.4761666587;0.3326423695;0.3516259271;0.3839889612;0.2634507581;0.4976635924;0.3176418237;0.5023888851;0.3142488637;0.3263499003;0.2475292344;0.3076016776;0.2269495898;0.4063078509;0.4552269299;0.3070215418;0.3991434023;0.171137263;0.5509951339;0.4841688252;0.6610093021;0.5502206621;0.6311565859
1;0.42891509;0.6752278181;0.4228363073;0.2324553863;0.3743840119;0.3433415515;0.7085659995;0.6893233136;0.3016443373;0.42891509;0.3814859507;0.6686661165;0.6338743842;0.3248602182;0.4805586824;0.3782046497;0.6027323897;0.2782613783;0.2823551207;0.5148857894;0.7665830743;0.6825051012;0.0598438123;7.13504088430984E-005;0.0015793186;0.0002329835;1;0.0191234605;1;0.0191234605;0.1212048115;0.1389284406;0.1700404883;0.1826447661;0.2184717398;0.2841675103;0.2387329221;0.2986716551;0.077340209;0.206242021;0.246733455;0.2514643601;0.0856027278;0.2168707561;0.1305990218;0.0620372814;0.0025747041;0.182797378;0.040106422;0.2545673324;0.0611058056;0.4684484352;0.2609381362;0.166566304;0.9537853644;0.4536767103;0.1179026158;0.8609749406
1;0.3772610862;0.6570728453;0.3905785717;0.3016969522;0.5292799131;0.3445967446;0.659662485;0.5766403776;0.2948292189;0.3772610862;0.6080460507;0.4271226176;0.7793899363;0.3027439779;0.4652705665;0.2874248056;0.639400477;0.22967145;0.2717004332;0.4163501475;0.6937306602;0.6067262232;0.0471846381;0.0003279858;0.000107376;4.81955346702279E-005;0.6231464473;0.090588106;0.6231464473;0.090588106;0.188758097;0.1805195106;0.2599250152;0.2766246296;0.3265380972;0.3612709355;0.2789091358;0.2757024897;0.1806130305;0.2291553094;0.5269038546;0.3175070562;0.418614164;0.3079641981;0.2379126441;0.350568342;0.1363657211;0.2210745388;0.1813449155;0.468676174;0.1930991764;0.4007046442;0.2613166036;0.32397119;0.7945552363;0.4510739539;0.5150202846;0.8648601299
1;0.3594595789;0.5807721041;0.3987664332;0.2544763566;0.4601033143;0.2890023814;0.5911148894;0.5319767867;0.2654316237;0.3594595789;0.4734501152;0.4642018253;0.6747764865;0.3071772552;0.5073068152;0.3269281227;0.6227097358;0.2313162431;0.2630500794;0.4194085234;0.6842747673;0.6019911425;0.0495842624;0.0001812787;0.0001531095;4.3539348594433E-006;0.6207711347;0.0458715994;0.6207711347;0.0458715994;0.1598065544;0.2101565912;0.2377488043;0.3391030139;0.3839900203;0.395838119;0.3139303766;0.3624589766;0.2212706508;0.2563483542;0.6275715949;0.3481180586;0.3070672879;0.3163404706;0.301792448;0.370650558;0.1206612731;0.2343005232;0.2022543198;0.5191173208;0.1825382363;0.4335415111;0.2978843977;0.2425434029;0.9085791065;0.3843347516;0.4303166985;0.9368426777
1;0.4683687881;0.6054117579;0.4957882742;0.3612538385;0.6349834128;0.4279637944;0.741752884;0.6089083517;0.4174790606;0.4683687881;0.5695389568;0.5227560312;0.5934318107;0.3968081091;0.4019518842;0.4415488098;0.5008407711;0.2274441261;0.287670759;0.4888976588;0.5957933584;0.084460026;0.0693816008;0.0002056977;0.0001556949;0.0001551062;0.785005666;0.0344797943;0.785005666;0.0344797943;0.1521527849;0.1615605008;0.2264932062;0.2326453408;0.2789910526;0.3291830315;0.3128345785;0.1456644029;0.0991125681;0.2609148336;0.2466306953;0.3219096013;0.098030627;0.2919949344;0.24534988;0.2234492415;0.0879391854;0.2502131107;0.0586080745;0.2685917694;0.1563723117;0.5655207558;0.3992980841;0.0574404938;0.9537150479;0.4961776916;0.0934499215;0.5702075865
